"uniqueid","parentid","lctype","title","description","startdate","enddate"
"MUSC1020.200820","MUSC1020","S","(2008 - 2009, Semester 2)","","",""
"MZGMT3037.200810","MGMT3037","S","(2008 - 2009, Semester 1)","","",""
"OUTREACH","","C","0002 - Outreach Courses and Programmes","","",""
"OUTREACH.SPANTEST","OUTREACH","S","Spanish Placement Test","","",""
"PHIL1001","","C","PHIL1001 - Introduction to Logic","","",""
"PHIL1001.200420","PHIL1001","S","(2004 - 2005, Semester 2)","","",""
"PHIL1001.200430","PHIL1001","S","(2004 - 2005, Summer)","","",""
"PHIL1001.200520","PHIL1001","S","(2005 - 2006, Semester 2)","","",""
"PHIL1003","","C","PHIL1003 - Introduction to Philosophy","","",""
"PHIL1003.200510","PHIL1003","S","(2005 - 2006, Semester 1)","","",""
"PHIL1003.200610","PHIL1003","S","(2006 - 2007, Semester 1)","","",""
"PHIL1003.200710","PHIL1003","S","(2007 - 2008, Semester 1)","","",""
"PHIL1003.200810","PHIL1003","S","(2008 - 2009, Semester 1)","","",""
"PHIL1300","","C","PHIL1300 - Critical Thinking and Informal Logic","","",""
"PHIL1300.200620","PHIL1300","S","(2006 - 2007, Semester 2)","","",""
"PHIL1300.200720","PHIL1300","S","(2007 - 2008, Semester 2)","","",""
"PHIL1300.200820","PHIL1300","S","(2008 - 2009, Semester 2)","","",""
"PHIL2003","","C","PHIL2003 - Philosophy of Mind","","",""
"PHIL2003.200510","PHIL2003","S","(2005 - 2006, Semester 1)","","",""
"PHIL2601","","C","PHIL2601 - African Philosophy","","",""
"PHIL2601.200520","PHIL2601","S","(2005 - 2006, Semester 2)","","",""
"PHIL2601.200610","PHIL2601","S","(2006 - 2007, Semester 1)","","",""
"PHIL2601.200710","PHIL2601","S","(2007 - 2008, Semester 1)","","",""
"PHIL2903","","C","PHIL2903 - Modern Philosophy II","","",""
"PHIL2903.200420","PHIL2903","S","(2004 - 2005, Semester 2)","","",""
"PHIL2903.200620","PHIL2903","S","(2006 - 2007, Semester 2)","","",""
"PHIL2904","","C","PHIL2904 - Philosophical Logic","","",""
"PHIL2904.200420","PHIL2904","S","(2004 - 2005, Semester 2)","","",""
"PHIL2904.200620","PHIL2904","S","(2006 - 2007, Semester 2)","","",""
"PHIL2904.200820","PHIL2904","S","(2008 - 2009, Semester 2)","","",""
"PHIL3610","","C","PHIL3610 - Frege, Husserl and their Progeny","","",""
"PHIL3610.200720","PHIL3610","S","(2007 - 2008, Semester 2)","","",""
"PHIL3801","","C","PHIL3801 - African Diaspora Philosophy","","",""
"PHIL3801.200810","PHIL3801","S","(2008 - 2009, Semester 1)","","",""
"PHIL3803","","C","PHIL3803 - 20th C. Continental Philosophy","","",""
"PHIL3803.200520","PHIL3803","S","(2005 - 2006, Semester 2)","","",""
"PHIL3901","","C","PHIL3901 - Ethics II: Meta-ethics","","",""
"PHIL3901.200510","PHIL3901","S","(2005 - 2006, Semester 1)","","",""
"PHIL3902","","C","PHIL3902 - 19th Century Continental Philosophy","","",""
"PHIL3902.200420","PHIL3902","S","(2004 - 2005, Semester 2)","","",""
"PHYS0070","","C","PHYS0070 - Preliminary Physics I","","",""
"PHYS0070.200410","PHYS0070","S","(2004 - 2005, Semester 1)","","",""
"PHYS0070.200510","PHYS0070","S","(2005 - 2006, Semester 1)","","",""
"PHYS0070.200610","PHYS0070","S","(2006 - 2007, Semester 1)","","",""
"PHYS0070.200710","PHYS0070","S","(2007 - 2008, Semester 1)","","",""
"PHYS0070.200810","PHYS0070","S","(2008 - 2009, Semester1)","","",""
"PHYS0071","","C","PHYS0071 - Preliminary Physics II","","",""
"PHYS0071.200420","PHYS0071","S","(2004 - 2005, Semester 2)","","",""
"PHYS0071.200520","PHYS0071","S","(2005 - 2006, Semester 2)","","",""
"PHYS0071.200620","PHYS0071","S","(2006 - 2007, Semester 2)","","",""
"PHYS0071.200820","PHYS0071","S","(2008 - 2009, Semester 2)","","",""
"PHYS1101","","C","PHYS1101 - Electricity and Magnetism","","",""
"PHYS1101.200420","PHYS1101","S","(2004 - 2005, Semester 2)","","",""
"PHYS1101.200820","PHYS1101","S","(2008 - 2009, Semester 2)","","",""
"PHYS1102","","C","PHYS1102 - Optics, Thermodynamics and Modern Physics","","",""
"PHYS1102.200420","PHYS1102","S","(2004 - 2005, Semester 2)","","",""
"PHYS2101","","C","PHYS2101 - Quantum Mechanics and Special Relativity","","",""
"PHYS2101.200410","PHYS2101","S","(2004 - 2005, Semester 1)","","",""
"PHYS2101.200510","PHYS2101","S","(2005 - 2006, Semester 1)","","",""
"PHYS2105","","C","PHYS2105 - Computational Physics I","","",""
"PHYS2105.200420","PHYS2105","S","(2004 - 2005, Semester 2)","","",""
"PHYS2105.200520","PHYS2105","S","(2005 - 2006, Semester 2)","","",""
"PHYS2105.200820","PHYS2105","S","(2008 - 2009, Semester 2)","","",""
"PHYS3103","","C","PHYS3103 - Astrophysics","","",""
"PHYS3103.200520","PHYS3103","S","(2005 - 2006, Semester 2)","","",""
"PSYC1003","","C","PSYC1003 - Introduction to Psychology","","",""
"PSYC1003.200810","PSYC1003","S","(2008 - 2009, Semester 1)","","",""
"PSYC1003.200820","PSYC1003","S","(2008 - 2009, Semester 2)","","",""
"PSYC1004","","C","PSYC1004 - Introduction to Social Psychology","","",""
"PSYC1004.200420","PSYC1004","S","(2004 - 2005, Semester 2)","","",""
"PSYC1004.200520","PSYC1004","S","(2005 - 2006, Semester 2)","","",""
"PSYC1004.200620","PSYC1004","S","(2006 - 2007, Semester 2)","","",""
"PSYC1004.200720.Greaves","PSYC1004","S","(2007 - 2008, Semester 2) - Greaves","","",""
"PSYC1004.200720.Holder","PSYC1004","S","(2007 - 2008, Semester 2) - Holder","","",""
"PSYC1004.200820","PSYC1004","S","(2008 - 2009, Semester 2)","","",""
"PSYC1007","","C","PSYC1007 - Fundamentals of Psychology","","",""
"PSYC1007.200410","PSYC1007","S","(2004 - 2005, Semester 1)","","",""
"PSYC1007.200610","PSYC1007","S","(2006 - 2007, Semester 1)","","",""
"PSYC1007.200710","PSYC1007","S","(2007 - 2008, Semester 1)","","",""
"PSYC1010","","C","PSYC1010 - Essentials of Social Psychology","","",""
"PSYC1010.200730","PSYC1010","S","(2007 - 2008, Summer)","","",""
"PSYC1012","","C","PSYC1012 - Introduction to Developmental Psychology","","",""
"PSYC1012.200810","PSYC1012","S","(2008 - 2009, Semester 1)","","",""
"PSYC2001","","C","PSYC2001 - The Theory and Practice of Counseling","","",""
"PSYC2001.200420","PSYC2001","S","(2004 - 2005, Semester 2)","","",""
"PSYC2001.200520","PSYC2001","S","(2005 - 2006, Semester 2)","","",""
"PSYC2001.200530","PSYC2001","S","(2005 - 2006, Summer)","","",""
"PSYC2001.200620","PSYC2001","S","(2006 - 2007, Semester 2)","","",""
"PSYC2002","","C","PSYC2002 - Abnormal Psychology","","",""
"PSYC2002.200420","PSYC2002","S","(2004 - 2005, Semester 2)","","",""
"PSYC2002.200520","PSYC2002","S","(2005 - 2006, Semester 2)","","",""
"PSYC2002.200620","PSYC2002","S","(2006 - 2007, Semester 2)","","",""
"PSYC2002.200720","PSYC2002","S","(2007 - 2008, Semester 2)","","",""
"PSYC2002.200820","PSYC2002","S","(2008 - 2009, Semester 2)","","",""
"PSYC2004","","C","PSYC2004 - Personality Theory and Assessment I","","",""
"PSYC2004.200410","PSYC2004","S","(2004 - 2005, Semester 1)","","",""
"PSYC2004.200510","PSYC2004","S","(2005 - 2006, Semester 1)","","",""
"PSYC2004.200610","PSYC2004","S","(2006 - 2007, Semester 1)","","",""
"PSYC2004.200710","PSYC2004","S","(2007 - 2008, Semester 1)","","",""
"PSYC2005.200810","PSYC2004","S","(2008 -2009, Semester 1)","","",""
"PSYC2009","","C","PSYC2009 - Learning Theory and Practice","","",""
"PSYC2009.200520","PSYC2009","S","(2005 - 2006, Semester 2)","","",""
"PSYC2009.200820","PSYC2009","S","(2008 - 2009, Semester 2)","","",""
"PSYC2012","","C","PSYC2012 - Developmental Psychology","","",""
"PSYC2012.200410","PSYC2012","S","(2004 - 2005, Semester 1)","","",""
"PSYC2012.200610","PSYC2012","S","(2006 - 2007, Semester 1)","","",""
"PSYC2012.200810","PSYC2012","S","(2008 - 2009, Semester 1)","","",""
"PSYC2013","","C","PSYC2013 - Counselling II","","",""
"PSYC2013.200420","PSYC2013","S","(2004 - 2005, Semester 2)","","",""
"PSYC2013.200510","PSYC2013","S","(2005 - 2006, Semester 1)","","",""
"PSYC2013.200610","PSYC2013","S","(2006 - 2007, Semester 1)","","",""
"PSYC2016","","C","PSYC2016 - Communications Psychology","","",""
"PSYC2016.200520","PSYC2016","S","(2005 - 2006, Semester 2)","","",""
"PSYC2016.200620","PSYC2016","S","(2006 - 2007, Semester 2)","","",""
"PSYC2016.200720","PSYC2016","S","(2007 - 2008, Semester 2)","","",""
"PSYC2016.200820","PSYC2016","S","(2008 - 2009, Semester 2)","","",""
"PSYC2017","","C","PSYC2017 - GENDER AND PSYCHOLOGY","","",""
"PSYC2017.200520","PSYC2017","S","(2005 - 2006, Semester 2)","","",""
"PSYC2017.200620","PSYC2017","S","(2006 - 2007, Semester 2)","","",""
"PSYC2017.200820","PSYC2017","S","(2008 - 2009, Semester 2)","","",""
"PSYC2020","","C","PSYC2020 - Psychopathology","","",""
"PSYC2020.200520","PSYC2020","S","(2005 - 2006, Semester 2)","","",""
"PSYC2020.200610","PSYC2020","S","(2006 - 2007, Semester 1)","","",""
"PSYC2020.200710","PSYC2020","S","(2007 - 2008, Semester 1)","","",""
"PSYC3003","","C","PSYC3003 - Community and Environmental Psychology","","",""
"PSYC3003.200620","PSYC3003","S","(2006 - 2007, Semester 2)","","",""
"PSYC3003.200720","PSYC3003","S","(2007 - 2008, Semester 2)","","",""
"PSYC3003.200820","PSYC3003","S","(2008 - 2009, Semester 2)","","",""
"PSYC3008","","C","PSYC3008 - Elements of Counselling and Psychotherapy","","",""
"PSYC3008.200610","PSYC3008","S","(2006 - 2007, Semester 1)","","",""
"PSYC3008.200710","PSYC3008","S","(2007 - 2008, Semester 1)","","",""
"PSYC3008.200810","PSYC3008","S","(2008 - 2009, Semester 1)","","",""
"PSYC3013","","C","PSYC3013 - Contemporary Issues in Social Psychology","","",""
"PSYC3013.200420","PSYC3013","S","(2004 - 2005, Semester 2)","","",""
"PSYC3013.200520","PSYC3013","S","(2005 - 2006, Semester 2)","","",""
"PSYC3013.200620","PSYC3013","S","(2006 - 2007, Semester 2)","","",""
"PSYC3013.200720","PSYC3013","S","(2007 - 2008, Semester 2)","","",""
"PSYC3013.200820","PSYC3013","S","(2008 - 2009, Semester 2)","","",""
"PSYC3014","","C","PSYC3014 - Industrial and Organisational Psychology","","",""
"PSYC3014.200410","PSYC3014","S","(2004 - 2005, Semester 1)","","",""
"PSYC3014.200510","PSYC3014","S","(2005 - 2006, Semester 1)","","",""
"PSYC3014.200610","PSYC3014","S","(2006 - 2007, Semester 1)","","",""
"PSYC3014.200710","PSYC3014","S","(2007 - 2008, Semester 1)","","",""
"PSYC3014.200810","PSYC3014","S","(2008 - 2009, Semester 1)","","",""
"PSYC3017","","C","PSYC3017 - Personality Theory II","","",""
"PSYC3017.200420","PSYC3017","S","(2004 - 2005, Semester 2)","","",""
"PSYC3017.200520","PSYC3017","S","(2005 - 2006, Semester 2)","","",""
"PSYC3017.200620","PSYC3017","S","(2006 - 2007, Semester 2)","","",""
"PSYC3017.200720","PSYC3017","S","(2007 - 2008, Semester 2)","","",""
"PSYC3017.200820","PSYC3017","S","(2008 - 2009, Semester 2)","","",""
"PSYC3019","","C","PSYC3019 - Clinical and Counselling Psychology","","",""
"PSYC3019.200410","PSYC3019","S","(2004 - 2005, Semester 1)","","",""
"PSYC3019.200510","PSYC3019","S","(2005 - 2006, Semester 1)","","",""
"PSYC3019.200620","PSYC3019","S","(2006 - 2007, Semester 2)","","",""
"PSYC3019.200720","PSYC3019","S","(2007 - 2008, Semester 2)","","",""
"PSYC3021","","C","PSYC3021 - Research Thesis in Applied Psychology","","",""
"PSYC3021.200610","PSYC3021","S","(2006 - 2007, Semester 1)","","",""
"PSYC3021.200620","PSYC3021","S","(2006 - 2007, Semester 2)","","",""
"PSYC3021.200710","PSYC3021","S","(2007 - 2008, Semester 1)","","",""
"PSYC3021.200720","PSYC3021","S","(2007 - 2008, Semester 2)","","",""
"PSYC3021.200810","PSYC3021","S","(2008 - 2009, Semester 1)","","",""
"PSYC3021.200820","PSYC3021","S","(2008 - 2009, Semester 2)","","",""
"PSYC3022","","C","PSYC3022 - Research Project in Applied Psychology","","",""
"PSYC3022.200610","PSYC3022","S","(2005 - 2006, Semester 1)","","",""
"PSYC3022.200620","PSYC3022","S","(2006 - 2007, Semester 2)","","",""
"PSYC3022.200710","PSYC3022","S","(2007 - 2008, Semester 1)","","",""
"PSYC3022.200720","PSYC3022","S","(2007 - 2008, Semester 2)","","",""
"PSYC3022.200810","PSYC3022","S","(2008 - 2009, Semester 1)","","",""
"PSYC3022.200820","PSYC3022","S","(2008 - 2009, Semester 2)","","",""
"PSYC3024","","C","PSYC3024 - Applied Psychology Research Methods","","",""
"PSYC3024.200510","PSYC3024","S","(2005 - 2006, Semester 1)","","",""
"PSYC3024.200610","PSYC3024","S","(2006 - 2007, Semester 1)","","",""
"PSYC3024.200710","PSYC3024","S","(2007 - 2008, Semester 1)","","",""
"PSYC3024.200810","PSYC3024","S","(2008 - 2009, Semester 1)","","",""
"PSYC3024.200820","PSYC3024","S","(2008 - 2009, Semester 2)","","",""
"PSYC3028","","C","PSYC3028 - Theory and Practice of Counselling Psychology","","",""
"PSYC3028.200810","PSYC3028","S","(2008 - 2009, Semsetser 1)","","",""
"PSYC3030","","C","PSYC3030 - Introduction to Clinical Psychology","","",""
"PSYC3030.200820","PSYC3030","S","(2008 - 2009, Semester 2)","","",""
"PSYC_Cadogan_2007year","","C","M.Sc. Psychology","","",""
"PSYC_Cadogan_2007year.default","PSYC_Cadogan_2007year","S","M.Sc. Psychology","","",""
"PSYC_Masters_2006year","","C","M.Sc. Applied and Counselling Psychology","","",""
"PSYC_Masters_2006year.default","PSYC_Masters_2006year","S","M.Sc. Applied and Counselling Psychology","","",""
"PTMT6000","","C","PTMT6000 - Project Management and Evaluation","","",""
"PTMT6000.200610","PTMT6000","S","(2006 - 2007, Semester 1)","","",""
"PTMT6000.200615","PTMT6005","S","(2006 - 2007, Year) 1","","",""
"PTMT6004","","C","PTMT6004 - Project Financial Management","","",""
"PTMT6004.200420","PTMT6004","S","(2004 - 2005, Semester 2)","","",""
"PTMT6004.200520","PTMT6004","S","(2005 - 2006, Semester 2)","","",""
"PTMT6005","","C","PTMT6005 - Monitoring and Evaluation","","",""
"PTMT6005.200510","PTMT6005","S","(2005 - 2006, Semester 1)","","",""
"PTMT6005.200610","PTMT6005","S","(2006 - 2007, Semester 1)","","",""
"PTMT6005.200615","PTMT6005","S","(2006 - 2007, Year)","","",""
"PTMT6005.200810","PTMT6005","S","(2008 - 2009, Semester 1)","","",""
"PTMT6006","","C","PTMT6006 - Project Procurement and Contract Management","","",""
"PTMT6006.200520","PTMT6006","S","(2005 - 2006, Semester 2)","","",""
"PTMT6006.200630","PTMT6006","S","(2006 - 2007, Year)","","",""
"PTMT6006.200710","PTMT6006","S","(2007 - 2008, Semester 1)","","",""
"PTMT6006.200810","PTMT6006","S","(2008 - 2009, Semester 1)","","",""
"PTMT6007","","C","PTMT6007 - Essentials of Management 1","","",""
"PTMT6007.200820","PTMT6007","C","(2008 - 2009, Semester 2)","","",""
"PTMT6009","","C","PTMT6009 - Social and Environmental Impact Assessment","","",""
"PTMT6009.200820","PTMT6009","S","(2008 - 2009, Semester 2)","","",""
"PTMT6011","","C","PTMT6011 - Evaluation","","",""
"PTMT6011.200615","PTMT6011","S","(2006 - 2007, Year)","","",""
"PUYS0071.200720","PHYS0071","S","(2007 - 2008, Semester 1)","","",""
"SALI6051","","C","SALI6051 - Research Design and Management","","",""
"SALI6051.200720","SALI6051","S","(2007 - 2008, Semester 2)","","",""
"SALI6052","","C","SALI6052 - Specialized Research Methods","","",""
"SALI6052.200810","SALI6052","S","(2008 - 2009, Semester 1)","","",""
"SOCI1000","","C","SOCI1000 - Introduction to Sociology II","","",""
"SOCI1000.200610","SOCI1000","S","(2006 - 2007, Semester 1)","","",""
"SOCI1000.200710","SOCI1000","S","(2007 - 2008, Semester 1)","","",""
"SOCI1000.200730","SOCI1000","S","2007 - 2008, Summer","","",""
"SOCI1002","","C","SOCI1002 - Introduction to Sociology I","","",""
"SOCI1002.200520","SOCI1002","S","(2005 - 2006, Semester 2)","","",""
"SOCI1002.200620","SOCI1002","S","(2006 - 2007, Semseter 2)","","",""
"SOCI1002.200720","SOCI1002","S","(2007 - 2008, Semester 2)","","",""
"SOCI1002.200820","SOCI1002","S","(2008 - 2009, Semester 2)","","",""
"SOCI1004","","C","SOCI1004 - The Logic of Social Inquiry","","",""
"SOCI1004.200510","SOCI1004","S","(2005 - 2006, Semester 1)","","",""
"SOCI1004.200610","SOCI1004","S","(2006 - 2007, Semester 1)","","",""
"SOCI1004.200620","SOCI1004","S","(2006 - 2007, Semester 2)","","",""
"SOCI1004.200630","SOCI1004","S","(2006 - 2007, Summer)","","",""
"SOCI1004.200710","SOCI1004","S","(2007 - 2008, Semester 1)","","",""
"SOCI1004.200720","SOCI1004","S","(2007 - 2008, Semester 2)","","",""
"SOCI1004.200810","SOCI1004","S","(2008 - 2009, Semester 1)","","",""
"SOCI1004.200820","SOCI1004","S","(2008 - 2009, Semester 2)","","",""
"SOCI2000","","C","SOCI2000 - Classical Social Theory","","",""
"SOCI2000.200420","SOCI2000","S","(2004 - 2005, Semester 2)","","",""
"SOCI2000.200610","SOCI2000","S","(2006 - 2007, Semester 1)","","",""
"SOCI2000.200710","SOCI2000","S","(2007 - 2008, Semester 1)","","",""
"SOCI2001","","C","SOCI2001 - Modern Social Theory","","",""
"SOCI2001.200420","SOCI2001","S","(2004 - 2005, Semester 2)","","",""
"SOCI2001.200520","SOCI2001","S","(2005 - 2006, Semester 2)","","",""
"SOCI2001.200620","SOCI2001","S","(2006 - 2007, Semester 2)","","",""
"SOCI2001.200720","SOCI2001","S","(2007 - 2008, Semester 2)","","",""
"SOCI2004","","C","SOCI2004 - Qualitative Research Methods","","",""
"SOCI2004.200610","SOCI2004","S","(2006 - 2007, Semester 1)","","",""
"SOCI2006","","C","SOCI2006 - Qualitative Research Methods","","",""
"SOCI2006.200810","SOCI2006","S","(2008 - 2009, Semester 1)","","",""
"SOCI2007","","C","SOCI2007 - Survey Research Methods","","",""
"SOCI2007.200420","SOCI2007","S","(2004 - 2005, Semester 2)","","",""
"SOCI2007.200520","SOCI2007","S","(2005 - 2006, Semester 2)","","",""
"SOCI2007.200620","SOCI2007","S","(2006 - 2007, Semester 2)","","",""
"SOCI2007.200630","SOCI2007","S","(2006 - 2007, Summer)","","",""
"SOCI2007.200720","SOCI2007","S","(2007 - 2008, Semester 2)","","",""
"SOCI2007.200820","SOCI2007","S","(2008 - 2009, Semester 2)","","",""
"SOCI2013","","C","SOCI2013 - Introduction to Caribbean Social Development","","",""
"SOCI2013.200720","SOCI2013","S","(2007 - 2008, Semester 2)","","",""
"SOCI2013.200820","SOCI2013","S","(2008 - 2009, Semester 2)","","",""
"SOCI3000","","C","SOCI3000 - Supervised Research","","",""
"SOCI3000.200630","SOCI3000","S","(2006 - 2007, Year)","","",""
"SOCI3000.200710","SOCI3000","S","(2007 - 2008, Semester 1)","","",""
"SOCI3000.200720","SOCI3000","S","(2007 - 2008, Semester 2)","","",""
"SOCI3000.200810","SOCI3000","S","(2008 - 2009, Semester 1)","","",""
"SOCI3000.200820","SOCI3000","S","(2008 - 2009, Semester 2)","","",""
"SOCI3007","","C","SOCI3007 - Rural Development","","",""
"SOCI3007.200820","SOCI3007","S","(2008 - 2009, Semester 2)","","",""
"SOCI3012","","C","SOCI3012 - Caribbean social Planning","","",""
"SOCI3012.200710","SOCI3012","S","(2007 - 2008, Semester 1)","","",""
"SOCI3012.200810","SOCI3012","S","(2008 - 2009, Semester 1)","","",""
"SOCI3013","","C","SOCI3013 - Caribbean Social Policy","","",""
"SOCI3013.200620","SOCI3013","S","(2006 - 2007, Semester 2)","","",""
"SOCI3013.200720","SOCI3013","S","(2007 - 2008, Semester 2)","","",""
"SOCI3013.200820","SOCI3013","S","(2008 - 2009, Semester 2)","","",""
"SOCI3014","","C","SOCI3014 - Criminology","","",""
"SOCI3014.200710","SOCI3014","S","(2007 - 2008, Semester 1)","","",""
"SOCI3017","","C","SOCI3017 - Criminal Justice","","",""
"SOCI3017.200710","SOCI3017","S","(2007 - 2008, Semester 1)","","",""
"SOCI3017.200810","SOCI3017","S","(2008 - 2009, Semester 1)","","",""
"SOCI3027","","C","SOCI3017 - Gender and Development","","",""
"SOCI3027.200610","SOCI3027","S","(2006 - 2007, Semester 1)","","",""
"SOCI3027.200710","SOCI3027","S","(2007 - 2008, Semester 1)","","",""
"SOCI3035","","C","SOCI3035 - Caribbean Social Problems","","",""
"SOCI3035.200710","SOCI3035","S","(2007 - 2008, Semester 1)","","",""
"SOCI3037","","C","SOCI3037 - Social Dimensions of Inequality","","",""
"SOCI3037.200520","SOCI3037","S","(2005 - 2006, Semester 2)","","",""
"SOCI3037.200620","SOCI3037","S","(2006 - 2007, Semester 2)","","",""
"SOWK1000","","C","SOWK1000 - Human Behaviour","","",""
"SOWK1000.200510","SOWK1000","S","(2005 - 2006, Semester 1)","","",""
"SOWK1000.200520","SOWK1000","S","(2005 - 2006, Semester 2)","","",""
"SOWK1000.200610","SOWK1000","S","(2006 - 2007, Semester 1)","","",""
"SOWK1001","","C","SOWK1001 - Introduction to Social Work","","",""
"SOWK1001.200710","SOWK1001","S","(2007 - 2008, Semester 1)","","",""
"SOWK2000","","C","SOWK2000 - Theory and Practice of Social Work with Groups","","",""
"SOWK2000.200410","SOWK2000","S","(2004 - 2005, Semester 1)","","",""
"SOWK2000.200510","SOWK2000","S","(2005 - 2006, Semester 1)","","",""
"SOWK3009","","C","SOWK3009 - Community Organization","","",""
"SOWK3009.200420","SOWK3009","S","(2004 - 2005, Semester 2)","","",""
"SOWK3016","","C","SOWK3016 - Children and Family Services","","",""
"SOWK3016.200510","SOWK3016","S","(2005 - 2006, Semester 1)","","",""
"SOWK3032","","C","SOWK3032 - Substance Abuse Management in Caribbean Society","","",""
"SOWK3032.200510","SOWK3032","S","(2005 - 2006, Semester 1)","","",""
"SOWK3032.200620","SOWK3032","S","(2006 - 2007, Semester 2)","","",""
"SOWK3032.200710","SOWK3032","S","(2007 - 2008, Semester 1)","","",""
"SOWK4005","","C","SOWK4005 - Crisis Intervention","","",""
"SOWK4005.200420","SOWK4005","S","(2004 - 2005, Semester 2)","","",""
"SOWK4005.200520","SOWK4005","S","(2005 - 2006, Semester 2)","","",""
"SOWK6070","","C","SOWK6070 - Research Methods","","",""
"SOWK6070.200615","SOWK6070","S","(2006 - 2007, Year)","","",""
"SPAN0101","","C","SPAN0101 - Beginners' Spanish I","","",""
"SPAN0101.200410","SPAN0101","S","(2004 - 2005, Semester 1)","","",""
"SPAN0101.200730","SPAN0101","S","(2007 - 2008, Summer)","","",""
"SPAN0102","","C","SPAN0102 - Basic Spanish II","","",""
"SPAN0102.200420","SPAN0102","S","(2004 - 2005, Semester 2)","","",""
"SPAN1001","","C","SPAN1001 - Spanish Language IA","","",""
"SPAN1001.200410","SPAN1001","S","(2004 - 2005, Semester 1)","","",""
"SPAN1001.200510","SPAN1001","S","(2005 - 2006, Semester 1)","","",""
"SPAN1001.200730","SPAN1001","S","(2007 - 2008, Semester 3)","","",""
"SPAN1001.200810","SPAN1001","S","(2008 - 2009, Semester 1)","","",""
"SPAN1002","","C","SPAN1002 - Spanish Language IB","","",""
"SPAN1002.200420","SPAN1002","S","(2004 - 2005, Semester 2)","","",""
"SPAN1002.200820","SPAN1002","S","(2008 - 2009, Semester 2)","","",""
"SPAN2001","","C","SPAN2001 - Spanish Language IIA","","",""
"SPAN2001.Training.AMcWatt","SPAN2001","S","(Workshop - Amparo McWatt)","","",""
"SPAN2002","","C","SPAN2002 - Spanish Language IIB","","",""
"SPAN2002.200420","SPAN2002","S","(2004 - 2005, Semester 2)","","",""
"SPAN2214","","C","SPAN2214 - Hispanic Culture","","",""
"SPAN2214.200420","SPAN2214","S","(2004 - 2005, Semester 2)","","",""
"SPAN2414","","C","SPAN2414 - Latin American Film","","",""
"SPAN2414.200810","SPAN2414","S","(2008 - 2009, Semester 1)","","",""
"SPAN3503","","C","SPAN3503 - Spanish for Tourism","","",""
"SPAN3503.200510","SPAN3503","S","(2005 - 2006, Semester 1)","","",""
"SPAN3504","","C","SPAN3504 - Theory and Practice of Spanish Translation","","",""
"SPAN3504.200410","SPAN3504","S","(2004 - 2005, Semester 1)","","",""
"SPAN3504.200810","SPAN3504","S","(2008 - 2009, Semester 1)","","",""
"SPAN3505","","C","SPAN3505 - Areas of Spanish Translation","","",""
"SPAN3505.200410","SPAN3505","S","(2004 - 2005, Semester 1)","","",""
"SPAN3505.200820","SPAN3505","S","(2008 - 2009, Semester 2)","","",""
"SPAN6001","","C","SPAN6001 - Advanced Spanish Translation","","",""
"SPAN6001.200820","SPAN6001","S","(2008 - 2009, Semester 2)","","",""
"studentdemo.200820","URN:X-WEBCT-VISTA-V1:38859c19-7f00-0001-01e2-d4610eca3770","S","demo - student demo","","",""
"THEA1000","","C","THEA1000 - Introduction to Theatre","","",""
"THEA1000.200810","THEA1000","S","(2008 - 2009, Semester 1)","","",""
"THEA1000.200820","THEA1000","S","(2008 - 2009, Semester 2)","","",""
"THEA1005","","C","THEA1005 - Introduction to Drama","","",""
"THEA1005.200710","THEA1005","S","(2007 - 2008, Semester 1)","","",""
"THEA2002","","C","THEA2002 - History & Theory of Performing Arts","","",""
"THEA2002.200820","THEA2002","S","(2008 - 2009, Semester 2)","","",""
"THEA2203","","C","THEA2203 - Production & Stagecraft","","",""
"THEA2203.200810","THEA2203","S","(2008 - 2009, Semester 1)","","",""
"THEA2210","","C","THEA2210 - Acting for Stage & Screen","","",""
"THEA2210.200810","THEA2210","S","(2008 - 2009, Semester 1)","","",""
"THEA3202","","C","THEA3202 - Directing Performance","","",""
"THEA3202.200820","THEA3202","S","(2008 - 2009, Semester 2)","","",""
"THEO2201","","C","THEO2201 - The Rites of Christian Initiation","","",""
"THEO2201.Training.NBurke","THEO2201","S","(Workshop - Noel Burke)","","",""
"TOUR2000","","C","TOUR2000 - International Tourism","","",""
"TOUR2000.200710","TOUR2000","S","(2007 - 2008, Semester 1)","","",""
"TOUR2000.200810","TOUR2000","S","(2008 - 2009, Semester 1)","","",""
"TOUR2001","","C","TOUR6020 - Caribbean Tourism","","",""
"TOUR2001.200620","TOUR2001","S","(2006 - 2007, Semester 2)","","",""
"TOUR2001.200710","TOUR2001","S","(2007 - 2008, Semester 1)","","",""
"TOUR2002","","C","TOUR2002 - Transportation and Tourism","","",""
"TOUR2002.200410","TOUR2002","S","(2004 - 2005, Semester 1)","","",""
"TOUR2002.200510","TOUR2002","S","(2005 - 2006, Semester 1)","","",""
"TOUR2002.200610","TOUR2002","S","(2006 - 2007, Semester 1)","","",""
"TOUR2002.200710","TOUR2002","S","(2007 - 2008, Semester 1)","","",""
"TOUR2002.200810","TOUR2002","S","(2008 - 2009, Semester 1)","","",""
"TOUR2003","","C","TOUR2003 - Tourism Planning and Development II","","",""
"TOUR2003.200420","TOUR2003","S","(2004 - 2005, Semester 2)","","",""
"TOUR2003.200520","TOUR2003","S","(2005 - 2006, Semester 2)","","",""
"TOUR2003.200620","TOUR2003","S","(2006 - 2007, Semester 2)","","",""
